api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,adapt_route,estimated_hours,adapter_project,status,notes
P2-0041,M02,android.content,ClipboardManager,setPrimaryClip,method,P2,3,设置剪贴板内容,pasteboard.setData(),2,adapter,4,13X-02,planned,剪贴板写入
P2-0042,M02,android.content,Context,checkSelfPermission,method,P2,6,检查应用权限,abilityAccessCtrl.checkAccessToken(),3,adapter,8,13X-02,planned,权限检查
P2-0043,M02,android.content,Context,getApplicationContext,method,P2,1,获取应用级Context,getContext().getApplicationContext(),1,adapter,2,13X-02,planned,全局上下文
P2-0044,M02,android.content,Context,getResources,method,P2,1,获取应用资源管理器,ResourceManager获取,1,adapter,2,13X-02,planned,资源访问
P2-0045,M02,android.content,Context,getSharedPreferences,method,P2,1,获取偏好设置实例,preferences.getPreferences(),2,adapter,4,13X-02,planned,偏好获取
P2-0046,M02,android.content,Context,getSystemService,method,P2,1,获取系统服务,各子系统单独获取,3,adapter,8,13X-02,planned,系统服务入口
P2-0047,M02,android.content,Context,registerReceiver,method,P2,1,注册广播接收器,commonEventManager.subscribe(),2,adapter,4,13X-02,planned,广播注册
P2-0048,M02,android.content,Context,sendBroadcast,method,P2,1,发送广播,commonEventManager.publish(),2,adapter,4,13X-02,planned,广播发送
P2-0049,M02,android.content,Context,startActivity,method,P2,1,启动Activity,want启动UIAbility,2,adapter,4,13X-02,planned,组件启动
P2-0050,M02,android.content,Context,startService,method,P2,1,启动Service,startServiceExtensionAbility(),2,adapter,4,13X-02,planned,服务启动
P2-0051,M02,android.content,Context,unregisterReceiver,method,P2,1,注销广播接收器,commonEventManager.unsubscribe(),2,adapter,4,13X-02,planned,广播注销
P2-0052,M02,android.content,SharedPreferences,contains,method,P2,1,检查偏好键是否存在,preferences.has(),1,adapter,2,13X-02,planned,键检查
P2-0053,M02,android.content,SharedPreferences,getBoolean,method,P2,1,获取偏好布尔值,preferences.get(),1,adapter,2,13X-02,planned,轻量存储
P2-0054,M02,android.content,SharedPreferences,getInt,method,P2,1,获取偏好整数值,preferences.get(),1,adapter,2,13X-02,planned,轻量存储
P2-0055,M02,android.content,SharedPreferences,getString,method,P2,1,获取偏好字符串值,preferences.get(),1,adapter,2,13X-02,planned,轻量存储
P2-0056,M02,android.content,SharedPreferences.Editor,apply,method,P2,1,异步提交偏好更改,preferences.flush(),1,adapter,2,13X-02,planned,异步保存
P2-0057,M02,android.content,SharedPreferences.Editor,clear,method,P2,1,清除所有偏好,preferences.clear(),1,adapter,2,13X-02,planned,全部清除
P2-0058,M02,android.content,SharedPreferences.Editor,commit,method,P2,1,同步提交偏好更改,preferences.flush()(同步),1,adapter,2,13X-02,planned,同步保存
P2-0059,M02,android.content,SharedPreferences.Editor,putBoolean,method,P2,1,存储偏好布尔值,preferences.put(),1,adapter,2,13X-02,planned,轻量写入
P2-0060,M02,android.content,SharedPreferences.Editor,putInt,method,P2,1,存储偏好整数值,preferences.put(),1,adapter,2,13X-02,planned,轻量写入
P2-0061,M02,android.content,SharedPreferences.Editor,putString,method,P2,1,存储偏好字符串值,preferences.put(),1,adapter,2,13X-02,planned,轻量写入
P2-0062,M02,android.content,SharedPreferences.Editor,remove,method,P2,1,移除偏好键值,preferences.delete(),1,adapter,2,13X-02,planned,键移除
P2-0063,M05,android.net,ConnectivityManager,getActiveNetwork,method,P2,3,获取活跃网络,NetConnection.getConnection(),2,system-bridge,4,13X-05,planned,网络访问
P2-0064,M05,android.net,ConnectivityManager,getActiveNetworkInfo,method,P2,1,获取活跃网络信息(已弃用),NetConnection.getNetCapabilities(),2,system-bridge,4,13X-05,planned,网络状态(已弃用但广泛使用)
P2-0065,M05,android.net,ConnectivityManager,getNetworkCapabilities,method,P2,6,获取网络能力信息,NetConnection.getNetCapabilities(),2,system-bridge,4,13X-05,planned,网络能力查询
P2-0066,M05,android.net,ConnectivityManager,registerNetworkCallback,method,P2,5,注册网络状态回调,NetConnection.register(),2,system-bridge,4,13X-05,planned,网络监听
P2-0067,M05,android.net,ConnectivityManager,unregisterNetworkCallback,method,P2,5,注销网络状态回调,NetConnection.unregister(),2,system-bridge,4,13X-05,planned,取消监听
P2-0068,M05,android.net,Credentials,<init>,ctor,P2,,Credentials 构造函数,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0069,M05,android.net,Credentials,getGid,method,P2,,获取Gid,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0070,M05,android.net,Credentials,getPid,method,P2,,获取Pid,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0071,M05,android.net,Credentials,getUid,method,P2,,获取Uid,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0072,M05,android.net,HttpURLConnection,openConnection,method,P2,2,打开HTTP连接,http.request(),2,system-bridge,4,13X-05,planned,网络请求
P2-0073,M05,android.net,Ikev2VpnProfile,getAllowedAlgorithms,method,P2,,获取AllowedAlgorithms,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0074,M05,android.net,Ikev2VpnProfile,getIkeTunnelConnectionParams,method,P2,,获取IkeTunnelConnectionParams,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0075,M05,android.net,Ikev2VpnProfile,getMaxMtu,method,P2,,获取MaxMtu,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0076,M05,android.net,Ikev2VpnProfile,getPassword,method,P2,,获取Password,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0077,M05,android.net,Ikev2VpnProfile,getPresharedKey,method,P2,,获取PresharedKey,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0078,M05,android.net,Ikev2VpnProfile,getProxyInfo,method,P2,,获取ProxyInfo,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0079,M05,android.net,Ikev2VpnProfile,getRsaPrivateKey,method,P2,,获取RsaPrivateKey,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0080,M05,android.net,Ikev2VpnProfile,getServerAddr,method,P2,,获取ServerAddr,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0081,M05,android.net,Ikev2VpnProfile,getServerRootCaCert,method,P2,,获取ServerRootCaCert,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0082,M05,android.net,Ikev2VpnProfile,getUserCert,method,P2,,获取UserCert,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0083,M05,android.net,Ikev2VpnProfile,getUserIdentity,method,P2,,获取UserIdentity,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0084,M05,android.net,Ikev2VpnProfile,getUsername,method,P2,,获取Username,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0085,M05,android.net,Ikev2VpnProfile,isAutomaticIpVersionSelectionEnabled,method,P2,,判断是否AutomaticIpVersionSelectionEnabled,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0086,M05,android.net,Ikev2VpnProfile,isAutomaticNattKeepaliveTimerEnabled,method,P2,,判断是否AutomaticNattKeepaliveTimerEnabled,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0087,M05,android.net,Ikev2VpnProfile,isBypassable,method,P2,,判断是否Bypassable,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0088,M05,android.net,Ikev2VpnProfile,isMetered,method,P2,,判断是否Metered,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0089,M05,android.net,LocalSocket,<init>,ctor,P2,,LocalSocket 构造函数,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0090,M05,android.net,NetworkCapabilities,hasTransport,method,P2,6,检查网络传输类型,NetBearType检查,2,system-bridge,4,13X-05,planned,传输类型判断
P2-0091,M05,android.net,NetworkInfo,getType,method,P2,1,获取网络类型(WiFi/移动),NetBearType判断,2,system-bridge,4,13X-05,planned,网络类型
P2-0092,M05,android.net,NetworkInfo,isConnected,method,P2,1,检查网络是否已连接,connection.hasDefaultNet(),1,system-bridge,2,13X-05,planned,连接状态
P2-0093,M05,android.net,NetworkPolicyManager,getMultipathPreference,method,P2,,获取MultipathPreference,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0094,M05,android.net,NetworkPolicyManager,getRestrictBackgroundStatus,method,P2,,获取RestrictBackgroundStatus,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0095,M05,android.net,NetworkPolicyManager,getSubscriptionPlan,method,P2,,获取SubscriptionPlan,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0096,M05,android.net,NetworkPolicyManager,isUidNetworkingBlocked,method,P2,,判断是否UidNetworkingBlocked,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0097,M05,android.net,NetworkPolicyManager,isUidRestrictedOnMeteredNetworks,method,P2,,判断是否UidRestrictedOnMeteredNetworks,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0098,M05,android.net,NetworkPolicyManager,notifyStatsProviderLimitReached,method,P2,,NetworkPolicyManager.notifyStatsProviderLimitReached(),网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0099,M05,android.net,NetworkPolicyManager,notifyStatsProviderWarningReached,method,P2,,NetworkPolicyManager.notifyStatsProviderWarningReached(),网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0100,M05,android.net,NetworkPolicyManager,registerNetworkPolicyCallback,method,P2,,NetworkPolicyManager.registerNetworkPolicyCallback(),网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0101,M05,android.net,NetworkPolicyManager,unregisterNetworkPolicyCallback,method,P2,,NetworkPolicyManager.unregisterNetworkPolicyCallback(),网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0102,M05,android.net,Uri,Uri,constructor,P2,1,创建URI对象,URI类,1,adapter,2,13X-05,planned,资源标识
P2-0103,M05,android.net,Uri,getHost,method,P2,1,获取URI主机名,URI.host,1,adapter,2,13X-05,planned,主机获取
P2-0104,M05,android.net,Uri,getPath,method,P2,1,获取URI路径,URI.path,1,adapter,2,13X-05,planned,路径获取
P2-0105,M05,android.net,Uri,getQueryParameter,method,P2,1,获取URI查询参数,URL.searchParams.get(),1,adapter,2,13X-05,planned,参数获取
P2-0106,M05,android.net,Uri,getScheme,method,P2,1,获取URI协议,URI.scheme,1,adapter,2,13X-05,planned,协议获取
P2-0107,M05,android.net,Uri,parse,method,P2,1,解析URI字符串,URI.parse() / url模块,1,adapter,2,13X-05,planned,URI解析
P2-0108,M05,android.net,Uri,toString,method,P2,1,URI转字符串,URI.toString(),1,adapter,2,13X-05,planned,字符串化
P2-0109,M05,android.net.http,HttpResponseCache,flush,method,P2,,刷新缓冲区,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0110,M05,android.net.http,HttpResponseCache,getHitCount,method,P2,,获取HitCount,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0111,M05,android.net.http,HttpResponseCache,getInstalled,method,P2,,获取Installed,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0112,M05,android.net.http,HttpResponseCache,getNetworkCount,method,P2,,获取NetworkCount,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0113,M05,android.net.http,HttpResponseCache,getRequestCount,method,P2,,获取RequestCount,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0114,M05,android.net.http,HttpResponseCache,maxSize,method,P2,,HttpResponseCache.maxSize(),网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0115,M05,android.net.http,HttpResponseCache,size,method,P2,,获取大小/数量,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0116,M05,android.net.http,SslCertificate,<init>,ctor,P2,,SslCertificate 构造函数,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0117,M05,android.net.http,SslCertificate,<init>,ctor,P2,,SslCertificate 构造函数,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0118,M05,android.net.http,SslCertificate,<init>,ctor,P2,,SslCertificate 构造函数,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0119,M05,android.net.http,SslCertificate,getIssuedBy,method,P2,,获取IssuedBy,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0120,M05,android.net.http,SslCertificate,getIssuedTo,method,P2,,获取IssuedTo,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0121,M05,android.net.http,SslCertificate,getValidNotAfter,method,P2,,获取ValidNotAfter,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0122,M05,android.net.http,SslCertificate,getValidNotAfterDate,method,P2,,获取ValidNotAfterDate,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0123,M05,android.net.http,SslCertificate,getValidNotBefore,method,P2,,获取ValidNotBefore,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0124,M05,android.net.http,SslCertificate,getValidNotBeforeDate,method,P2,,获取ValidNotBeforeDate,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0125,M05,android.net.http,SslCertificate,getX509Certificate,method,P2,,获取X509Certificate,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0126,M05,android.net.http,SslCertificate,restoreState,method,P2,,SslCertificate.restoreState(),网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0127,M05,android.net.http,SslCertificate,saveState,method,P2,,SslCertificate.saveState(),网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0128,M05,android.net.netstats,NetworkStatsDataMigrationUtils,PREFIX_UID,field,P2,,NetworkStatsDataMigrationUtils.PREFIX_UID 常量/字段,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0129,M05,android.net.netstats,NetworkStatsDataMigrationUtils,PREFIX_UID_TAG,field,P2,,NetworkStatsDataMigrationUtils.PREFIX_UID_TAG 常量/字段,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0130,M05,android.net.netstats,NetworkStatsDataMigrationUtils,PREFIX_XT,field,P2,,NetworkStatsDataMigrationUtils.PREFIX_XT 常量/字段,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0131,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getCbs,method,P2,,获取Cbs,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0132,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getDun,method,P2,,获取Dun,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0133,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getIms,method,P2,,获取Ims,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0134,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getInternet,method,P2,,获取Internet,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0135,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getMms,method,P2,,获取Mms,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0136,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getOperatorPlmnIds,method,P2,,获取OperatorPlmnIds,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0137,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getOpportunistic,method,P2,,获取Opportunistic,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0138,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getRcs,method,P2,,获取Rcs,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0139,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getRoaming,method,P2,,获取Roaming,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0140,M05,android.net.vcn,VcnCellUnderlyingNetworkTemplate,getSimSpecificCarrierIds,method,P2,,获取SimSpecificCarrierIds,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0141,M05,android.net.wifi,WifiKeystore,get,method,P2,,获取值,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0142,M05,android.net.wifi,WifiKeystore,list,method,P2,,WifiKeystore.list(),网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0143,M05,android.net.wifi,WifiKeystore,put,method,P2,,添加/设置,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0144,M05,android.net.wifi,WifiKeystore,remove,method,P2,,移除,网络连接管理,2,system-bridge,,13X-05,auto-filled,
P2-0145,M05,android.webkit,ClientCertRequest,<init>,ctor,P2,,ClientCertRequest 构造函数,Web 组件,3,adapter,,13X-05,auto-filled,
P2-0146,M05,android.webkit,ClientCertRequest,cancel,method,P2,,取消,Web 组件,3,adapter,,13X-05,auto-filled,
P2-0147,M05,android.webkit,ClientCertRequest,getHost,method,P2,,获取Host,Web 组件,3,adapter,,13X-05,auto-filled,
P2-0148,M05,android.webkit,ClientCertRequest,getKeyTypes,method,P2,,获取KeyTypes,Web 组件,3,adapter,,13X-05,auto-filled,
P2-0149,M05,android.webkit,ClientCertRequest,getPort,method,P2,,获取Port,Web 组件,3,adapter,,13X-05,auto-filled,
P2-0150,M05,android.webkit,ClientCertRequest,getPrincipals,method,P2,,获取Principals,Web 组件,3,adapter,,13X-05,auto-filled,
P2-0151,M05,android.webkit,ClientCertRequest,ignore,method,P2,,ClientCertRequest.ignore(),Web 组件,3,adapter,,13X-05,auto-filled,
P2-0152,M05,android.webkit,ClientCertRequest,proceed,method,P2,,ClientCertRequest.proceed(),Web 组件,3,adapter,,13X-05,auto-filled,
P2-0153,M05,android.webkit,ConsoleMessage,<init>,ctor,P2,,ConsoleMessage 构造函数,Web 组件,3,adapter,,13X-05,auto-filled,
P2-0154,M05,android.webkit,ConsoleMessage,lineNumber,method,P2,,ConsoleMessage.lineNumber(),Web 组件,3,adapter,,13X-05,auto-filled,
P2-0155,M05,android.webkit,ConsoleMessage,message,method,P2,,ConsoleMessage.message(),Web 组件,3,adapter,,13X-05,auto-filled,
P2-0156,M05,android.webkit,ConsoleMessage,messageLevel,method,P2,,ConsoleMessage.messageLevel(),Web 组件,3,adapter,,13X-05,auto-filled,
P2-0157,M05,android.webkit,ConsoleMessage,sourceId,method,P2,,ConsoleMessage.sourceId(),Web 组件,3,adapter,,13X-05,auto-filled,
P2-0158,M05,android.webkit,WebSettings,setJavaScriptEnabled,method,P2,3,启用/禁用JS,Web.javaScriptAccess(),1,adapter,2,13X-05,planned,JS开关
P2-0159,M05,android.webkit,WebView,WebView,constructor,P2,3,创建Web视图,Web组件,3,adapter,8,13X-05,planned,Web视图
P2-0160,M05,android.webkit,WebView,canGoBack,method,P2,3,检查是否可后退,WebController.accessBackward(),1,adapter,2,13X-05,planned,导航状态
P2-0161,M05,android.webkit,WebView,evaluateJavascript,method,P2,5,在WebView中执行JS代码,Web.runJavaScript(),2,adapter,4,13X-05,planned,JS交互
P2-0162,M05,android.webkit,WebView,goBack,method,P2,3,WebView后退,WebController.backward(),1,adapter,2,13X-05,planned,导航控制
P2-0163,M05,android.webkit,WebView,goForward,method,P2,3,WebView前进,WebController.forward(),1,adapter,2,13X-05,planned,导航控制
P2-0164,M05,android.webkit,WebView,loadUrl,method,P2,3,加载Web页面,Web.src,2,adapter,4,13X-05,planned,Web内容加载
P2-0165,M05,android.webkit,WebView,setWebChromeClient,method,P2,3,设置WebView Chrome客户端,Web.onProgressChange/onAlert,2,adapter,4,13X-05,planned,浏览器事件
P2-0166,M05,android.webkit,WebView,setWebViewClient,method,P2,3,设置WebView客户端,Web.onPageBegin/onPageEnd,2,adapter,4,13X-05,planned,页面事件
P2-0167,M05,java.net,HttpURLConnection,disconnect,method,P2,1,断开HTTP连接,http.destroy(),1,adapter,2,13X-05,planned,连接关闭
P2-0168,M05,java.net,HttpURLConnection,getInputStream,method,P2,1,获取HTTP响应流,response.result,1,adapter,2,13X-05,planned,响应数据
P2-0169,M05,java.net,HttpURLConnection,getResponseCode,method,P2,1,获取HTTP响应码,response.responseCode,1,adapter,2,13X-05,planned,响应状态
P2-0170,M05,java.net,HttpURLConnection,setRequestMethod,method,P2,1,设置HTTP请求方法,http.request({method}),1,adapter,2,13X-05,planned,请求方法
P2-0171,M05,java.net,HttpURLConnection,setRequestProperty,method,P2,1,设置HTTP请求头,http.request({header}),1,adapter,2,13X-05,planned,请求头
P2-0172,M05,java.net,URL,URL,constructor,P2,1,创建URL对象,URL类,1,adapter,2,13X-05,planned,网络地址
P2-0173,M05,java.net,URL,openConnection,method,P2,1,打开URL连接,http.createHttp(),2,adapter,4,13X-05,planned,连接创建
P2-0174,M06,android.hardware,camera2.CameraDevice,createCaptureSession,method,P2,5,创建拍照会话,CameraSession配置,4,system-bridge,16,13X-06,planned,相机会话
P2-0175,M06,android.hardware,camera2.CameraManager,openCamera,method,P2,5,打开相机设备,camera.getCameraManager().openCamera(),3,system-bridge,8,13X-06,planned,相机接入
P2-0176,M06,android.hardware.camera2,CameraAccessException,<init>,ctor,P2,,CameraAccessException 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0177,M06,android.hardware.camera2,CameraAccessException,<init>,ctor,P2,,CameraAccessException 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0178,M06,android.hardware.camera2,CameraAccessException,<init>,ctor,P2,,CameraAccessException 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0179,M06,android.hardware.camera2,CameraAccessException,<init>,ctor,P2,,CameraAccessException 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0180,M06,android.hardware.camera2,CameraAccessException,CAMERA_DISABLED,field,P2,,CameraAccessException.CAMERA_DISABLED 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0181,M06,android.hardware.camera2,CameraAccessException,CAMERA_DISCONNECTED,field,P2,,CameraAccessException.CAMERA_DISCONNECTED 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0182,M06,android.hardware.camera2,CameraAccessException,CAMERA_ERROR,field,P2,,CameraAccessException.CAMERA_ERROR 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0183,M06,android.hardware.camera2,CameraAccessException,CAMERA_IN_USE,field,P2,,CameraAccessException.CAMERA_IN_USE 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0184,M06,android.hardware.camera2,CameraAccessException,MAX_CAMERAS_IN_USE,field,P2,,CameraAccessException.MAX_CAMERAS_IN_USE 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0185,M06,android.hardware.camera2,CameraAccessException,getReason,method,P2,,获取Reason,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0186,M06,android.hardware.camera2,CameraCaptureSession,<init>,ctor,P2,,CameraCaptureSession 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0187,M06,android.hardware.camera2,CameraCaptureSession,close,method,P2,,关闭/释放资源,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0188,M06,android.hardware.camera2,CameraCaptureSession,getDevice,method,P2,,获取Device,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0189,M06,android.hardware.camera2,CameraCaptureSession,getInputSurface,method,P2,,获取InputSurface,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0190,M06,android.hardware.camera2,CameraCaptureSession,isReprocessable,method,P2,,判断是否Reprocessable,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0191,M06,android.hardware.camera2,CameraCaptureSession,supportsOfflineProcessing,method,P2,,CameraCaptureSession.supportsOfflineProcessing(),设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0192,M06,android.hardware.camera2.params,BlackLevelPattern,<init>,ctor,P2,,BlackLevelPattern 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0193,M06,android.hardware.camera2.params,BlackLevelPattern,COUNT,field,P2,,BlackLevelPattern.COUNT 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0194,M06,android.hardware.camera2.params,BlackLevelPattern,copyTo,method,P2,,BlackLevelPattern.copyTo(),设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0195,M06,android.hardware.camera2.params,BlackLevelPattern,getOffsetForIndex,method,P2,,获取OffsetForIndex,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0196,M06,android.hardware.camera2.params,Capability,<init>,ctor,P2,,Capability 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0197,M06,android.hardware.camera2.params,Capability,getMaxStreamingSize,method,P2,,获取MaxStreamingSize,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0198,M06,android.hardware.camera2.params,Capability,getMode,method,P2,,获取Mode,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0199,M06,android.hardware.camera2.params,Capability,getZoomRatioRange,method,P2,,获取ZoomRatioRange,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0200,M06,android.hardware.camera2.params,ColorSpaceProfiles,<init>,ctor,P2,,ColorSpaceProfiles 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0201,M06,android.hardware.camera2.params,ColorSpaceProfiles,UNSPECIFIED,field,P2,,ColorSpaceProfiles.UNSPECIFIED 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0202,M06,android.hardware.camera2.params,ColorSpaceProfiles,getSupportedColorSpaces,method,P2,,获取SupportedColorSpaces,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0203,M06,android.hardware.camera2.params,ColorSpaceProfiles,getSupportedColorSpacesForDynamicRange,method,P2,,获取SupportedColorSpacesForDynamicRange,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0204,M06,android.hardware.camera2.params,ColorSpaceProfiles,getSupportedDynamicRangeProfiles,method,P2,,获取SupportedDynamicRangeProfiles,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0205,M06,android.hardware.camera2.params,ColorSpaceProfiles,getSupportedImageFormatsForColorSpace,method,P2,,获取SupportedImageFormatsForColorSpace,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0206,M06,android.hardware.camera2.params,ColorSpaceTransform,<init>,ctor,P2,,ColorSpaceTransform 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0207,M06,android.hardware.camera2.params,ColorSpaceTransform,<init>,ctor,P2,,ColorSpaceTransform 构造函数,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0208,M06,android.hardware.camera2.params,ColorSpaceTransform,copyElements,method,P2,,ColorSpaceTransform.copyElements(),设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0209,M06,android.hardware.camera2.params,ColorSpaceTransform,copyElements,method,P2,,ColorSpaceTransform.copyElements(),设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0210,M06,android.hardware.camera2.params,ColorSpaceTransform,getElement,method,P2,,获取Element,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0211,M06,android.hardware.camera2.params,DeviceStateSensorOrientationMap,FOLDED,field,P2,,DeviceStateSensorOrientationMap.FOLDED 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0212,M06,android.hardware.camera2.params,DeviceStateSensorOrientationMap,NORMAL,field,P2,,DeviceStateSensorOrientationMap.NORMAL 常量/字段,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0213,M06,android.hardware.camera2.params,DeviceStateSensorOrientationMap,getSensorOrientation,method,P2,,获取SensorOrientation,设备硬件API,3,system-bridge,,13X-06,auto-filled,
P2-0214,M06,android.media,AsyncPlayer,<init>,ctor,P2,,AsyncPlayer 构造函数,media 多媒体,2,system-bridge,,13X-06,auto-filled,
P2-0215,M06,android.media,AsyncPlayer,play,method,P2,,AsyncPlayer.play(),media 多媒体,2,system-bridge,,13X-06,auto-filled,
P2-0216,M06,android.media,AsyncPlayer,stop,method,P2,,停止,media 多媒体,2,system-bridge,,13X-06,auto-filled,
