api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,estimated_hours,adapter_project,status,notes
P4-0797,M99,android.service.controls.actions,ControlAction,getActionType,method,P4,,,,,,TBD,scraped,
P4-0798,M99,android.service.controls.actions,ControlAction,getChallengeValue,method,P4,,,,,,TBD,scraped,
P4-0799,M99,android.service.controls.actions,ControlAction,getErrorAction,method,P4,,,,,,TBD,scraped,
P4-0800,M99,android.service.controls.actions,ControlAction,getTemplateId,method,P4,,,,,,TBD,scraped,
P4-0801,M99,android.service.controls.actions,ControlAction,isValidResponse,method,P4,,,,,,TBD,scraped,
P4-0802,M99,android.service.controls.actions,ControlAction,RESPONSE_CHALLENGE_ACK,field,P4,,,,,,TBD,scraped,
P4-0803,M99,android.service.controls.actions,ControlAction,RESPONSE_CHALLENGE_PASSPHRASE,field,P4,,,,,,TBD,scraped,
P4-0804,M99,android.service.controls.actions,ControlAction,RESPONSE_CHALLENGE_PIN,field,P4,,,,,,TBD,scraped,
P4-0805,M99,android.service.controls.actions,ControlAction,RESPONSE_FAIL,field,P4,,,,,,TBD,scraped,
P4-0806,M99,android.service.controls.actions,ControlAction,RESPONSE_OK,field,P4,,,,,,TBD,scraped,
P4-0807,M99,android.service.controls.actions,ControlAction,RESPONSE_UNKNOWN,field,P4,,,,,,TBD,scraped,
P4-0808,M99,android.service.controls.actions,ControlAction,TYPE_BOOLEAN,field,P4,,,,,,TBD,scraped,
P4-0809,M99,android.service.controls.actions,ControlAction,TYPE_COMMAND,field,P4,,,,,,TBD,scraped,
P4-0810,M99,android.service.controls.actions,ControlAction,TYPE_ERROR,field,P4,,,,,,TBD,scraped,
P4-0811,M99,android.service.controls.actions,ControlAction,TYPE_FLOAT,field,P4,,,,,,TBD,scraped,
P4-0812,M99,android.service.controls.actions,ControlAction,TYPE_MODE,field,P4,,,,,,TBD,scraped,
P4-0813,M99,android.service.controls.actions,FloatAction,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0814,M99,android.service.controls.actions,FloatAction,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0815,M99,android.service.controls.actions,FloatAction,getActionType,method,P4,,,,,,TBD,scraped,
P4-0816,M99,android.service.controls.actions,FloatAction,getNewValue,method,P4,,,,,,TBD,scraped,
P4-0817,M99,android.service.controls.actions,ModeAction,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0818,M99,android.service.controls.actions,ModeAction,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0819,M99,android.service.controls.actions,ModeAction,getActionType,method,P4,,,,,,TBD,scraped,
P4-0820,M99,android.service.controls.actions,ModeAction,getNewMode,method,P4,,,,,,TBD,scraped,
P4-0821,M99,android.service.controls.templates,ControlButton,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0822,M99,android.service.controls.templates,ControlButton,describeContents,method,P4,,,,,,TBD,scraped,
P4-0823,M99,android.service.controls.templates,ControlButton,getActionDescription,method,P4,,,,,,TBD,scraped,
P4-0824,M99,android.service.controls.templates,ControlButton,isChecked,method,P4,,,,,,TBD,scraped,
P4-0825,M99,android.service.controls.templates,ControlButton,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-0826,M99,android.service.controls.templates,ControlButton,CREATOR,field,P4,,,,,,TBD,scraped,
P4-0827,M99,android.service.controls.templates,ControlTemplate,getErrorTemplate,method,P4,,,,,,TBD,scraped,
P4-0828,M99,android.service.controls.templates,ControlTemplate,getNoTemplateObject,method,P4,,,,,,TBD,scraped,
P4-0829,M99,android.service.controls.templates,ControlTemplate,getTemplateId,method,P4,,,,,,TBD,scraped,
P4-0830,M99,android.service.controls.templates,ControlTemplate,getTemplateType,method,P4,,,,,,TBD,scraped,
P4-0831,M99,android.service.controls.templates,ControlTemplate,TYPE_ERROR,field,P4,,,,,,TBD,scraped,
P4-0832,M99,android.service.controls.templates,ControlTemplate,TYPE_NO_TEMPLATE,field,P4,,,,,,TBD,scraped,
P4-0833,M99,android.service.controls.templates,ControlTemplate,TYPE_RANGE,field,P4,,,,,,TBD,scraped,
P4-0834,M99,android.service.controls.templates,ControlTemplate,TYPE_STATELESS,field,P4,,,,,,TBD,scraped,
P4-0835,M99,android.service.controls.templates,ControlTemplate,TYPE_TEMPERATURE,field,P4,,,,,,TBD,scraped,
P4-0836,M99,android.service.controls.templates,ControlTemplate,TYPE_THUMBNAIL,field,P4,,,,,,TBD,scraped,
P4-0837,M99,android.service.controls.templates,ControlTemplate,TYPE_TOGGLE,field,P4,,,,,,TBD,scraped,
P4-0838,M99,android.service.controls.templates,ControlTemplate,TYPE_TOGGLE_RANGE,field,P4,,,,,,TBD,scraped,
P4-0839,M99,android.service.controls.templates,RangeTemplate,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0840,M99,android.service.controls.templates,RangeTemplate,getCurrentValue,method,P4,,,,,,TBD,scraped,
P4-0841,M99,android.service.controls.templates,RangeTemplate,getFormatString,method,P4,,,,,,TBD,scraped,
P4-0842,M99,android.service.controls.templates,RangeTemplate,getMaxValue,method,P4,,,,,,TBD,scraped,
P4-0843,M99,android.service.controls.templates,RangeTemplate,getMinValue,method,P4,,,,,,TBD,scraped,
P4-0844,M99,android.service.controls.templates,RangeTemplate,getStepValue,method,P4,,,,,,TBD,scraped,
P4-0845,M99,android.service.controls.templates,RangeTemplate,getTemplateType,method,P4,,,,,,TBD,scraped,
P4-0846,M99,android.service.controls.templates,StatelessTemplate,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0847,M99,android.service.controls.templates,StatelessTemplate,getTemplateType,method,P4,,,,,,TBD,scraped,
P4-0848,M99,android.service.controls.templates,TemperatureControlTemplate,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0849,M99,android.service.controls.templates,TemperatureControlTemplate,getCurrentActiveMode,method,P4,,,,,,TBD,scraped,
P4-0850,M99,android.service.controls.templates,TemperatureControlTemplate,getCurrentMode,method,P4,,,,,,TBD,scraped,
P4-0851,M99,android.service.controls.templates,TemperatureControlTemplate,getModes,method,P4,,,,,,TBD,scraped,
P4-0852,M99,android.service.controls.templates,TemperatureControlTemplate,getTemplate,method,P4,,,,,,TBD,scraped,
P4-0853,M99,android.service.controls.templates,TemperatureControlTemplate,getTemplateType,method,P4,,,,,,TBD,scraped,
P4-0854,M99,android.service.controls.templates,TemperatureControlTemplate,FLAG_MODE_COOL,field,P4,,,,,,TBD,scraped,
P4-0855,M99,android.service.controls.templates,TemperatureControlTemplate,FLAG_MODE_ECO,field,P4,,,,,,TBD,scraped,
P4-0856,M99,android.service.controls.templates,TemperatureControlTemplate,FLAG_MODE_HEAT,field,P4,,,,,,TBD,scraped,
P4-0857,M99,android.service.controls.templates,TemperatureControlTemplate,FLAG_MODE_HEAT_COOL,field,P4,,,,,,TBD,scraped,
P4-0858,M99,android.service.controls.templates,TemperatureControlTemplate,FLAG_MODE_OFF,field,P4,,,,,,TBD,scraped,
P4-0859,M99,android.service.controls.templates,TemperatureControlTemplate,MODE_COOL,field,P4,,,,,,TBD,scraped,
P4-0860,M99,android.service.controls.templates,TemperatureControlTemplate,MODE_ECO,field,P4,,,,,,TBD,scraped,
P4-0861,M99,android.service.controls.templates,TemperatureControlTemplate,MODE_HEAT,field,P4,,,,,,TBD,scraped,
P4-0862,M99,android.service.controls.templates,TemperatureControlTemplate,MODE_HEAT_COOL,field,P4,,,,,,TBD,scraped,
P4-0863,M99,android.service.controls.templates,TemperatureControlTemplate,MODE_OFF,field,P4,,,,,,TBD,scraped,
P4-0864,M99,android.service.controls.templates,TemperatureControlTemplate,MODE_UNKNOWN,field,P4,,,,,,TBD,scraped,
P4-0865,M99,android.service.controls.templates,ThumbnailTemplate,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0866,M99,android.service.controls.templates,ThumbnailTemplate,getContentDescription,method,P4,,,,,,TBD,scraped,
P4-0867,M99,android.service.controls.templates,ThumbnailTemplate,getTemplateType,method,P4,,,,,,TBD,scraped,
P4-0868,M99,android.service.controls.templates,ThumbnailTemplate,getThumbnail,method,P4,,,,,,TBD,scraped,
P4-0869,M99,android.service.controls.templates,ThumbnailTemplate,isActive,method,P4,,,,,,TBD,scraped,
P4-0870,M99,android.service.controls.templates,ToggleRangeTemplate,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0871,M99,android.service.controls.templates,ToggleRangeTemplate,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0872,M99,android.service.controls.templates,ToggleRangeTemplate,getActionDescription,method,P4,,,,,,TBD,scraped,
P4-0873,M99,android.service.controls.templates,ToggleRangeTemplate,getRange,method,P4,,,,,,TBD,scraped,
P4-0874,M99,android.service.controls.templates,ToggleRangeTemplate,getTemplateType,method,P4,,,,,,TBD,scraped,
P4-0875,M99,android.service.controls.templates,ToggleRangeTemplate,isChecked,method,P4,,,,,,TBD,scraped,
P4-0876,M99,android.service.controls.templates,ToggleTemplate,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0877,M99,android.service.controls.templates,ToggleTemplate,getContentDescription,method,P4,,,,,,TBD,scraped,
P4-0878,M99,android.service.controls.templates,ToggleTemplate,getTemplateType,method,P4,,,,,,TBD,scraped,
P4-0879,M99,android.service.controls.templates,ToggleTemplate,isChecked,method,P4,,,,,,TBD,scraped,
P4-0880,M99,android.service.credentials,Action,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0881,M99,android.service.credentials,Action,describeContents,method,P4,,,,,,TBD,scraped,
P4-0882,M99,android.service.credentials,Action,getSlice,method,P4,,,,,,TBD,scraped,
P4-0883,M99,android.service.credentials,Action,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-0884,M99,android.service.credentials,Action,CREATOR,field,P4,,,,,,TBD,scraped,
P4-0885,M99,android.service.credentials,BeginCreateCredentialRequest,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0886,M99,android.service.credentials,BeginCreateCredentialRequest,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0887,M99,android.service.credentials,BeginCreateCredentialRequest,describeContents,method,P4,,,,,,TBD,scraped,
P4-0888,M99,android.service.credentials,BeginCreateCredentialRequest,getCallingAppInfo,method,P4,,,,,,TBD,scraped,
P4-0889,M99,android.service.credentials,BeginCreateCredentialRequest,getData,method,P4,,,,,,TBD,scraped,
P4-0890,M99,android.service.credentials,BeginCreateCredentialRequest,getType,method,P4,,,,,,TBD,scraped,
P4-0891,M99,android.service.credentials,BeginCreateCredentialRequest,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-0892,M99,android.service.credentials,BeginCreateCredentialRequest,CREATOR,field,P4,,,,,,TBD,scraped,
P4-0893,M99,android.service.credentials,BeginCreateCredentialResponse,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0894,M99,android.service.credentials,BeginCreateCredentialResponse,describeContents,method,P4,,,,,,TBD,scraped,
P4-0895,M99,android.service.credentials,BeginCreateCredentialResponse,getCreateEntries,method,P4,,,,,,TBD,scraped,
P4-0896,M99,android.service.credentials,BeginCreateCredentialResponse,getRemoteCreateEntry,method,P4,,,,,,TBD,scraped,
P4-0897,M99,android.service.credentials,BeginCreateCredentialResponse,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-0898,M99,android.service.credentials,BeginCreateCredentialResponse,CREATOR,field,P4,,,,,,TBD,scraped,
P4-0899,M99,android.service.dreams,DreamService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0900,M99,android.service.dreams,DreamService,addContentView,method,P4,,,,,,TBD,scraped,
P4-0901,M99,android.service.dreams,DreamService,dispatchGenericMotionEvent,method,P4,,,,,,TBD,scraped,
P4-0902,M99,android.service.dreams,DreamService,dispatchKeyEvent,method,P4,,,,,,TBD,scraped,
P4-0903,M99,android.service.dreams,DreamService,dispatchKeyShortcutEvent,method,P4,,,,,,TBD,scraped,
P4-0904,M99,android.service.dreams,DreamService,dispatchPopulateAccessibilityEvent,method,P4,,,,,,TBD,scraped,
P4-0905,M99,android.service.dreams,DreamService,dispatchTouchEvent,method,P4,,,,,,TBD,scraped,
P4-0906,M99,android.service.dreams,DreamService,dispatchTrackballEvent,method,P4,,,,,,TBD,scraped,
P4-0907,M99,android.service.dreams,DreamService,findViewById,method,P4,,,,,,TBD,scraped,
P4-0908,M99,android.service.dreams,DreamService,finish,method,P4,,,,,,TBD,scraped,
P4-0909,M99,android.service.dreams,DreamService,getWindow,method,P4,,,,,,TBD,scraped,
P4-0910,M99,android.service.dreams,DreamService,getWindowManager,method,P4,,,,,,TBD,scraped,
P4-0911,M99,android.service.dreams,DreamService,isFullscreen,method,P4,,,,,,TBD,scraped,
P4-0912,M99,android.service.dreams,DreamService,isInteractive,method,P4,,,,,,TBD,scraped,
P4-0913,M99,android.service.dreams,DreamService,isScreenBright,method,P4,,,,,,TBD,scraped,
P4-0914,M99,android.service.dreams,DreamService,onActionModeFinished,method,P4,,,,,,TBD,scraped,
P4-0915,M99,android.service.dreams,DreamService,onActionModeStarted,method,P4,,,,,,TBD,scraped,
P4-0916,M99,android.service.dreams,DreamService,onAttachedToWindow,method,P4,,,,,,TBD,scraped,
P4-0917,M99,android.service.dreams,DreamService,onBind,method,P4,,,,,,TBD,scraped,
P4-0918,M99,android.service.dreams,DreamService,onContentChanged,method,P4,,,,,,TBD,scraped,
P4-0919,M99,android.service.dreams,DreamService,onCreatePanelMenu,method,P4,,,,,,TBD,scraped,
P4-0920,M99,android.service.dreams,DreamService,onCreatePanelView,method,P4,,,,,,TBD,scraped,
P4-0921,M99,android.service.dreams,DreamService,onDetachedFromWindow,method,P4,,,,,,TBD,scraped,
P4-0922,M99,android.service.dreams,DreamService,onDreamingStarted,method,P4,,,,,,TBD,scraped,
P4-0923,M99,android.service.dreams,DreamService,onDreamingStopped,method,P4,,,,,,TBD,scraped,
P4-0924,M99,android.service.dreams,DreamService,onMenuItemSelected,method,P4,,,,,,TBD,scraped,
P4-0925,M99,android.service.dreams,DreamService,onMenuOpened,method,P4,,,,,,TBD,scraped,
P4-0926,M99,android.service.dreams,DreamService,onPanelClosed,method,P4,,,,,,TBD,scraped,
P4-0927,M99,android.service.dreams,DreamService,onPreparePanel,method,P4,,,,,,TBD,scraped,
P4-0928,M99,android.service.dreams,DreamService,onSearchRequested,method,P4,,,,,,TBD,scraped,
P4-0929,M99,android.service.dreams,DreamService,onSearchRequested,method,P4,,,,,,TBD,scraped,
P4-0930,M99,android.service.dreams,DreamService,onWakeUp,method,P4,,,,,,TBD,scraped,
P4-0931,M99,android.service.dreams,DreamService,onWindowAttributesChanged,method,P4,,,,,,TBD,scraped,
P4-0932,M99,android.service.dreams,DreamService,onWindowFocusChanged,method,P4,,,,,,TBD,scraped,
P4-0933,M99,android.service.dreams,DreamService,onWindowStartingActionMode,method,P4,,,,,,TBD,scraped,
P4-0934,M99,android.service.dreams,DreamService,onWindowStartingActionMode,method,P4,,,,,,TBD,scraped,
P4-0935,M99,android.service.dreams,DreamService,requireViewById,method,P4,,,,,,TBD,scraped,
P4-0936,M99,android.service.dreams,DreamService,setContentView,method,P4,,,,,,TBD,scraped,
P4-0937,M99,android.service.dreams,DreamService,setContentView,method,P4,,,,,,TBD,scraped,
P4-0938,M99,android.service.dreams,DreamService,setContentView,method,P4,,,,,,TBD,scraped,
P4-0939,M99,android.service.dreams,DreamService,setFullscreen,method,P4,,,,,,TBD,scraped,
P4-0940,M99,android.service.dreams,DreamService,setInteractive,method,P4,,,,,,TBD,scraped,
P4-0941,M99,android.service.dreams,DreamService,setScreenBright,method,P4,,,,,,TBD,scraped,
P4-0942,M99,android.service.dreams,DreamService,wakeUp,method,P4,,,,,,TBD,scraped,
P4-0943,M99,android.service.dreams,DreamService,DREAM_META_DATA,field,P4,,,,,,TBD,scraped,
P4-0944,M99,android.service.dreams,DreamService,SERVICE_INTERFACE,field,P4,,,,,,TBD,scraped,
P4-0945,M99,android.service.media,CameraPrewarmService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0946,M99,android.service.media,CameraPrewarmService,onBind,method,P4,,,,,,TBD,scraped,
P4-0947,M99,android.service.media,CameraPrewarmService,onCooldown,method,P4,,,,,,TBD,scraped,
P4-0948,M99,android.service.media,CameraPrewarmService,onPrewarm,method,P4,,,,,,TBD,scraped,
P4-0949,M99,android.service.media,MediaBrowserService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0950,M99,android.service.media,MediaBrowserService,dump,method,P4,,,,,,TBD,scraped,
P4-0951,M99,android.service.media,MediaBrowserService,getBrowserRootHints,method,P4,,,,,,TBD,scraped,
P4-0952,M99,android.service.media,MediaBrowserService,getCurrentBrowserInfo,method,P4,,,,,,TBD,scraped,
P4-0953,M99,android.service.media,MediaBrowserService,getSessionToken,method,P4,,,,,,TBD,scraped,
P4-0954,M99,android.service.media,MediaBrowserService,notifyChildrenChanged,method,P4,,,,,,TBD,scraped,
P4-0955,M99,android.service.media,MediaBrowserService,notifyChildrenChanged,method,P4,,,,,,TBD,scraped,
P4-0956,M99,android.service.media,MediaBrowserService,onBind,method,P4,,,,,,TBD,scraped,
P4-0957,M99,android.service.media,MediaBrowserService,onGetRoot,method,P4,,,,,,TBD,scraped,
P4-0958,M99,android.service.media,MediaBrowserService,onLoadChildren,method,P4,,,,,,TBD,scraped,
P4-0959,M99,android.service.media,MediaBrowserService,onLoadChildren,method,P4,,,,,,TBD,scraped,
P4-0960,M99,android.service.media,MediaBrowserService,onLoadItem,method,P4,,,,,,TBD,scraped,
P4-0961,M99,android.service.media,MediaBrowserService,setSessionToken,method,P4,,,,,,TBD,scraped,
P4-0962,M99,android.service.media,MediaBrowserService,SERVICE_INTERFACE,field,P4,,,,,,TBD,scraped,
P4-0963,M99,android.service.notification,Condition,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0964,M99,android.service.notification,Condition,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0965,M99,android.service.notification,Condition,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0966,M99,android.service.notification,Condition,copy,method,P4,,,,,,TBD,scraped,
P4-0967,M99,android.service.notification,Condition,describeContents,method,P4,,,,,,TBD,scraped,
P4-0968,M99,android.service.notification,Condition,isValidId,method,P4,,,,,,TBD,scraped,
P4-0969,M99,android.service.notification,Condition,newId,method,P4,,,,,,TBD,scraped,
P4-0970,M99,android.service.notification,Condition,relevanceToString,method,P4,,,,,,TBD,scraped,
P4-0971,M99,android.service.notification,Condition,stateToString,method,P4,,,,,,TBD,scraped,
P4-0972,M99,android.service.notification,Condition,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-0973,M99,android.service.notification,Condition,CREATOR,field,P4,,,,,,TBD,scraped,
P4-0974,M99,android.service.notification,Condition,FLAG_RELEVANT_ALWAYS,field,P4,,,,,,TBD,scraped,
P4-0975,M99,android.service.notification,Condition,FLAG_RELEVANT_NOW,field,P4,,,,,,TBD,scraped,
P4-0976,M99,android.service.notification,Condition,SCHEME,field,P4,,,,,,TBD,scraped,
P4-0977,M99,android.service.notification,Condition,STATE_ERROR,field,P4,,,,,,TBD,scraped,
P4-0978,M99,android.service.notification,Condition,STATE_FALSE,field,P4,,,,,,TBD,scraped,
P4-0979,M99,android.service.notification,Condition,STATE_TRUE,field,P4,,,,,,TBD,scraped,
P4-0980,M99,android.service.notification,Condition,STATE_UNKNOWN,field,P4,,,,,,TBD,scraped,
P4-0981,M99,android.service.notification,Condition,flags,field,P4,,,,,,TBD,scraped,
P4-0982,M99,android.service.notification,Condition,icon,field,P4,,,,,,TBD,scraped,
P4-0983,M99,android.service.notification,Condition,id,field,P4,,,,,,TBD,scraped,
P4-0984,M99,android.service.notification,Condition,line1,field,P4,,,,,,TBD,scraped,
P4-0985,M99,android.service.notification,Condition,line2,field,P4,,,,,,TBD,scraped,
P4-0986,M99,android.service.notification,Condition,state,field,P4,,,,,,TBD,scraped,
P4-0987,M99,android.service.notification,Condition,summary,field,P4,,,,,,TBD,scraped,
P4-0988,M99,android.service.quickaccesswallet,GetWalletCardsCallback,onFailure,method,P4,,,,,,TBD,scraped,
P4-0989,M99,android.service.quickaccesswallet,GetWalletCardsCallback,onSuccess,method,P4,,,,,,TBD,scraped,
P4-0990,M99,android.service.quickaccesswallet,GetWalletCardsError,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0991,M99,android.service.quickaccesswallet,GetWalletCardsError,describeContents,method,P4,,,,,,TBD,scraped,
P4-0992,M99,android.service.quickaccesswallet,GetWalletCardsError,getIcon,method,P4,,,,,,TBD,scraped,
P4-0993,M99,android.service.quickaccesswallet,GetWalletCardsError,getMessage,method,P4,,,,,,TBD,scraped,
P4-0994,M99,android.service.quickaccesswallet,GetWalletCardsError,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-0995,M99,android.service.quickaccesswallet,GetWalletCardsError,CREATOR,field,P4,,,,,,TBD,scraped,
P4-0996,M99,android.service.quickaccesswallet,GetWalletCardsRequest,<init>,ctor,P4,,,,,,TBD,scraped,
P4-0997,M99,android.service.quickaccesswallet,GetWalletCardsRequest,describeContents,method,P4,,,,,,TBD,scraped,
P4-0998,M99,android.service.quickaccesswallet,GetWalletCardsRequest,getCardHeightPx,method,P4,,,,,,TBD,scraped,
P4-0999,M99,android.service.quickaccesswallet,GetWalletCardsRequest,getCardWidthPx,method,P4,,,,,,TBD,scraped,
P4-1000,M99,android.service.quickaccesswallet,GetWalletCardsRequest,getIconSizePx,method,P4,,,,,,TBD,scraped,
P4-1001,M99,android.service.quickaccesswallet,GetWalletCardsRequest,getMaxCards,method,P4,,,,,,TBD,scraped,
P4-1002,M99,android.service.quickaccesswallet,GetWalletCardsRequest,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-1003,M99,android.service.quickaccesswallet,GetWalletCardsRequest,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1004,M99,android.service.quickaccesswallet,GetWalletCardsResponse,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1005,M99,android.service.quickaccesswallet,GetWalletCardsResponse,describeContents,method,P4,,,,,,TBD,scraped,
P4-1006,M99,android.service.quickaccesswallet,GetWalletCardsResponse,getSelectedIndex,method,P4,,,,,,TBD,scraped,
P4-1007,M99,android.service.quickaccesswallet,GetWalletCardsResponse,getWalletCards,method,P4,,,,,,TBD,scraped,
P4-1008,M99,android.service.quickaccesswallet,GetWalletCardsResponse,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-1009,M99,android.service.quickaccesswallet,GetWalletCardsResponse,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1010,M99,android.service.quickaccesswallet,QuickAccessWalletService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1011,M99,android.service.quickaccesswallet,QuickAccessWalletService,getTargetActivityPendingIntent,method,P4,,,,,,TBD,scraped,
P4-1012,M99,android.service.quickaccesswallet,QuickAccessWalletService,onBind,method,P4,,,,,,TBD,scraped,
P4-1013,M99,android.service.quickaccesswallet,QuickAccessWalletService,onWalletCardSelected,method,P4,,,,,,TBD,scraped,
P4-1014,M99,android.service.quickaccesswallet,QuickAccessWalletService,onWalletCardsRequested,method,P4,,,,,,TBD,scraped,
P4-1015,M99,android.service.quickaccesswallet,QuickAccessWalletService,onWalletDismissed,method,P4,,,,,,TBD,scraped,
P4-1016,M99,android.service.quickaccesswallet,QuickAccessWalletService,sendWalletServiceEvent,method,P4,,,,,,TBD,scraped,
P4-1017,M99,android.service.quickaccesswallet,QuickAccessWalletService,ACTION_VIEW_WALLET,field,P4,,,,,,TBD,scraped,
P4-1018,M99,android.service.quickaccesswallet,QuickAccessWalletService,ACTION_VIEW_WALLET_SETTINGS,field,P4,,,,,,TBD,scraped,
P4-1019,M99,android.service.quickaccesswallet,QuickAccessWalletService,SERVICE_INTERFACE,field,P4,,,,,,TBD,scraped,
P4-1020,M99,android.service.quickaccesswallet,QuickAccessWalletService,SERVICE_META_DATA,field,P4,,,,,,TBD,scraped,
P4-1021,M99,android.service.quickaccesswallet,SelectWalletCardRequest,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1022,M99,android.service.quickaccesswallet,SelectWalletCardRequest,describeContents,method,P4,,,,,,TBD,scraped,
P4-1023,M99,android.service.quickaccesswallet,SelectWalletCardRequest,getCardId,method,P4,,,,,,TBD,scraped,
P4-1024,M99,android.service.quickaccesswallet,SelectWalletCardRequest,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-1025,M99,android.service.quickaccesswallet,SelectWalletCardRequest,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1026,M99,android.service.quickaccesswallet,WalletCard,describeContents,method,P4,,,,,,TBD,scraped,
P4-1027,M99,android.service.quickaccesswallet,WalletCard,getCardIcon,method,P4,,,,,,TBD,scraped,
P4-1028,M99,android.service.quickaccesswallet,WalletCard,getCardId,method,P4,,,,,,TBD,scraped,
P4-1029,M99,android.service.quickaccesswallet,WalletCard,getCardImage,method,P4,,,,,,TBD,scraped,
P4-1030,M99,android.service.quickaccesswallet,WalletCard,getCardLabel,method,P4,,,,,,TBD,scraped,
P4-1031,M99,android.service.quickaccesswallet,WalletCard,getCardLocations,method,P4,,,,,,TBD,scraped,
P4-1032,M99,android.service.quickaccesswallet,WalletCard,getCardType,method,P4,,,,,,TBD,scraped,
P4-1033,M99,android.service.quickaccesswallet,WalletCard,getContentDescription,method,P4,,,,,,TBD,scraped,
P4-1034,M99,android.service.quickaccesswallet,WalletCard,getNonPaymentCardSecondaryImage,method,P4,,,,,,TBD,scraped,
P4-1035,M99,android.service.quickaccesswallet,WalletCard,getPendingIntent,method,P4,,,,,,TBD,scraped,
P4-1036,M99,android.service.quickaccesswallet,WalletCard,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-1037,M99,android.service.quickaccesswallet,WalletCard,CARD_TYPE_NON_PAYMENT,field,P4,,,,,,TBD,scraped,
P4-1038,M99,android.service.quickaccesswallet,WalletCard,CARD_TYPE_PAYMENT,field,P4,,,,,,TBD,scraped,
P4-1039,M99,android.service.quickaccesswallet,WalletCard,CARD_TYPE_UNKNOWN,field,P4,,,,,,TBD,scraped,
P4-1040,M99,android.service.quickaccesswallet,WalletCard,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1041,M99,android.service.quicksettings,Tile,describeContents,method,P4,,,,,,TBD,scraped,
P4-1042,M99,android.service.quicksettings,Tile,getActivityLaunchForClick,method,P4,,,,,,TBD,scraped,
P4-1043,M99,android.service.quicksettings,Tile,getContentDescription,method,P4,,,,,,TBD,scraped,
P4-1044,M99,android.service.quicksettings,Tile,getIcon,method,P4,,,,,,TBD,scraped,
P4-1045,M99,android.service.quicksettings,Tile,getLabel,method,P4,,,,,,TBD,scraped,
P4-1046,M99,android.service.quicksettings,Tile,getState,method,P4,,,,,,TBD,scraped,
P4-1047,M99,android.service.quicksettings,Tile,getStateDescription,method,P4,,,,,,TBD,scraped,
P4-1048,M99,android.service.quicksettings,Tile,getSubtitle,method,P4,,,,,,TBD,scraped,
P4-1049,M99,android.service.quicksettings,Tile,setActivityLaunchForClick,method,P4,,,,,,TBD,scraped,
P4-1050,M99,android.service.quicksettings,Tile,setContentDescription,method,P4,,,,,,TBD,scraped,
P4-1051,M99,android.service.quicksettings,Tile,setIcon,method,P4,,,,,,TBD,scraped,
P4-1052,M99,android.service.quicksettings,Tile,setLabel,method,P4,,,,,,TBD,scraped,
P4-1053,M99,android.service.quicksettings,Tile,setState,method,P4,,,,,,TBD,scraped,
P4-1054,M99,android.service.quicksettings,Tile,setStateDescription,method,P4,,,,,,TBD,scraped,
P4-1055,M99,android.service.quicksettings,Tile,setSubtitle,method,P4,,,,,,TBD,scraped,
P4-1056,M99,android.service.quicksettings,Tile,updateTile,method,P4,,,,,,TBD,scraped,
P4-1057,M99,android.service.quicksettings,Tile,writeToParcel,method,P4,,,,,,TBD,scraped,
